OBJECTID,SourceOID,ABCDMisc,ADSPermissionState,ContainmentDateTime,ControlDateTime,CreatedBySystem,IncidentSize,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalAcres,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,ModifiedBySystem,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,EstimatedFinalCost,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,ActiveFireCandidate,IsCpxChild,CpxName,CpxID,SourceGlobalID,GlobalID,IncidentComplexityLevel,x,y
505446,38468045,,DEFAULT,,,iffrs,0.2,0.2,WIWISC,,,,,,,,,,Human,,,SBVC,,10/5/2025 5:00:00 AM,,,,,,,,,EACC,,,,,,Shed,,WF,FI,45.79563,-89.87854,,,{B9D66F38-ACA5-43EA-BC97-DF0BD1809B50},,0,,,,,,FIRE124223,iffrs,,,,Vilas,WIWIC,55125,BIA,WIGLA,,BIA,Federal,,,,,,,EA04,DNR,WIWIS,US-WI,,,,,,2025-WIWIS-FIRE124223,No Decision,,,,10/6/2025 8:32:02 PM,10/10/2025 1:18:30 PM,1,0,,,{805721F1-F40D-4F97-A1F7-59A85D364062},e47792f1-1fa3-41cc-ba24-f92ae86f4c34,,-89.87854,45.97957
505556,38468154,,DEFAULT,,,firesponse,300,300,TXTIC,,,,,,,,,,Undetermined,,,,,10/5/2025 2:00:00 PM,Type 5 Incident,,,,,,,,SACC,,,,,,RX Kimble 4684,,RX,FI,30.31421085,-99.87508013,,,{84A0D941-C0DF-4F07-9BCC-555E18E4798E},,0,,,,,0,254684,firesponse,0,,,Kimble,TXTIC,48267,,,,Private,Private,,,,,,,SA10,SFS,TXTXS,US-TX,,,,,,2025-TXTXS-254684,No Decision,,,,10/7/2025 1:16:07 PM,10/7/2025 1:16:07 PM,1,0,,,{EC970734-3C3F-4A43-B0DA-C20B813D840C},8ca99235-2731-48ac-bd3c-6dc5aa2e3b9b,Type 5 Incident,-99.87508013,30.31421085
505301,38467899,,DEFAULT,,,INFORM_Mobile,101,,MIMISC,,,,,,,,,,Human,Other causes,,,,10/5/2025 3:15:00 PM,,,,,,,,,EACC,,,,,,Roscommon 14 - Benzie Rd. Fire,,WF,FI,,,,,{8D7EBA19-7C19-4B48-935E-5D46AB87571C},,0,,,,,,720015,INFORM_Inspector,,,,Roscommon,MIMIDC,26143,,,,Private,Private,,,,,,,EA07,DNR,MIMIS,US-MI,,,,,,2025-MIMIS-720015,No Decision,,,,10/6/2025 1:14:17 PM,10/7/2025 1:36:34 PM,1,0,,,{D541E7F2-D44A-41B9-9AF8-D3E7CD2182B5},bb802dc8-01d2-4fd9-a215-8c77bc151e2f,,-84.78688487,44.1638316
505150,38467748,,DEFAULT,,,wildcade,40.4,15,AZSDC,,,,,,,,,,Natural,,,SBWB,,10/5/2025 7:36:51 PM,,,,,,,P3,0301,SWCC,,,,,,Nelson,,WF,FI,34.299114,-110.783215,,,{54806ECF-D7E4-49AD-A574-31F6F827C668},,0,1,,,,,000951,wildcade,,,,Coconino,AZSDC,04005,USFS,AZASF,,USFS,Federal,,,,,,,SW05,USFS,AZASF,US-AZ,,,,,,2025-AZASF-000951,No Decision,,,,10/5/2025 8:16:26 PM,10/7/2025 2:33:30 PM,1,0,,,{32EAA5EB-CDB9-45FB-956C-3491DB1944EB},924cd41b-ccd6-4979-8787-ca69a7ddb84f,Type 4 Incident,-110.758617,34.2862
505255,38467853,,DEFAULT,,,INFORM_Mobile,1.66,,NHNEC,,,,,,,,,,Human,Undetermined (remarks required),Under investigation,,,10/5/2025 7:51:00 PM,,,,,,,,,EACC,,,,,,Pine Plain,,WF,FI,,,,,{14E6F709-3EE9-4E52-9EC3-F9C6E9F55CA6},,0,,,,,,FD05126,INFORM_Inspector,,,,Essex,NHNEC,25009,,,,Private,Private,,,,,,,EA23,FFC,MAMAS,US-MA,,,,,,2025-MAMAS-FD05126,No Decision,,,,10/6/2025 1:54:08 AM,10/10/2025 2:48:46 PM,1,0,,,{1DFF029A-3020-48BC-A4AB-0EC039FEB4EB},61f367ec-33b2-457c-884b-dede86d5a087,,-71.02917146,42.71819223
505300,38467898,,DEFAULT,,,ics209,226,,MSMIC,45200,,,,,Moderate,,Running,Backing,Human,,,,,10/5/2025 8:45:00 PM,,,25,75,0,0,,,SACC,10/6/2025 1:14:47 PM,10/5/2025 9:00:00 PM,10/6/2025 4:45:00 AM,F,Type 4 IC,Carroll-CR138,"3 Miles SW from Carrollton, MS",WF,FI,,,,,{35AF1EFC-DA6A-4515-881A-CF036B75F4C0},,0,,,,,0,015713,ics209,100,100,,Carroll,MSMIC,28015,,,,Private,Private,,,,,,,SA22A,FC,MSMSS,US-MS,,,Timber (Grass and Understory),Timber (Litter and Understory),4,2025-MSMSS-015713,No Decision,,,,10/6/2025 1:09:55 PM,10/6/2025 1:14:47 PM,1,0,,,{1546E50A-3BF5-439A-A5F2-C0C1BF9A9D3D},8cc8a330-2d76-4900-8c4f-4ca9aac7f54e,Type 4 Incident,-89.9608333,33.4730556
505188,38467784,,DEFAULT,,,wildcade,58.7,80,MSMIC,,,,,,,,,,Human,,,SBSW,,10/5/2025 9:01:26 PM,,,,,,,P8,0807,SACC,,,,,,Shirley Cemetery,,WF,FI,31.603889,-88.802222,,,{AE66D19E-07D9-439E-B7D1-AEDB255CC292},,0,1,,,,,000388,wildcade,,,,Wayne,MSMIC,28153,USFS,MSMNF,,USFS,Federal,,,,,,,SA22A,USFS,MSMNF,US-MS,,,,,,2025-MSMNF-000388,No Decision,,,,10/5/2025 9:57:10 PM,10/6/2025 5:03:20 PM,1,0,,,{B1171586-D510-49B4-9164-81D20F399BB7},5b723cc6-fd10-459e-80da-2eedbf86ed48,,-88.802222,31.603889
505814,38468411,,DEFAULT,,,wildcade,439,0.1,LALIC,5000,,,,,Moderate,Flanking,Backing,Wind Driven Runs,Undetermined,,,,,10/5/2025 9:30:00 PM,,,0,0,100,0,,,SACC,10/9/2025 8:38:19 PM,10/8/2025 9:00:00 PM,10/9/2025 8:30:00 PM,U,Type 4 IC,Deep Bayou,"4 Miles N from Johnson Bayou, LA",WF,FI,29.836633,-93.73145,,,{7AC73EDA-10D4-466A-85D1-AE95BE177339},,0,1,,,,0,000326,ics209,95,0,Johnson Bayou,Cameron,LALIC,22023,USFWS,LASBR,,USFWS,Federal,,,,,,,SA20,USFWS,LASBR,US-LA,,,Tall Grass (2.5 feet),Brush (2 feet),2,2025-LASBR-000326,No Decision,,,,10/8/2025 3:13:51 PM,10/9/2025 8:38:19 PM,1,0,,,{FC1F6EFA-A0E6-4A93-B44E-3A125ECD82E3},6e808abe-3097-4f3d-aa31-5116f8e77c0f,Type 4 Incident,-93.731425,29.836633
505363,38467961,,DEFAULT,,,fireweb,100,0.01,OR50C,,,,,,,,,,Undetermined,Undetermined (remarks required),,,,10/6/2025 3:00:00 PM,,,,,,,,,NWCC,,,,,,Knob Point,,WF,FI,46.0959,-123.491,,,{7B1E2A9D-DBD7-498F-8BEE-67A402AB6D72},,0,,,,,,521047,fireweb,,,,Clatsop,OREIC,41007,,,,Private,Private,,,,,,,NW02,DOF,OR520S,US-OR,,,,,,2025-OR520S-521047,No Decision,,,,10/6/2025 4:21:55 PM,10/8/2025 1:00:01 AM,1,0,,,{5F09EFAF-1D78-41AF-9F7D-FEE6DC05505F},71957785-4f18-46d9-abb0-f23cd991c30b,,-123.491,46.0959
505511,38468109,,DEFAULT,,,wildcade,0.5,1,WANEC,,,,,,,,,,Human,,,,,10/6/2025 10:39:00 PM,,,,,,,,,NWCC,,,,,,PLEASANT,,WF,FI,48.335453,-119.681846,,,{2253AF08-F455-40DC-81BA-466936C928C3},,0,1,,,,,002527,wildcade,,,,Okanogan,WANEC,53047,,,,Private,Private,,,,,,,NW08,DNR,WANES,US-WA,,,,,,2025-WANES-002527,No Decision,,,,10/6/2025 11:13:32 PM,10/11/2025 9:27:30 PM,1,0,,,{FD9D0915-CFB6-4583-858A-BB86A08AC0D5},4dfb5409-8742-455a-8712-bf064aae6dee,,-119.681846,48.335453
505770,38468368,,DEFAULT,,,wildcade,0.01,0.01,CASBCC,,,,,,,,,,Undetermined,,,,,10/7/2025 9:33:00 AM,,,,,,,,,OSCC,,,,,,HIGHWAY 2,,WF,FI,33.83267,-115.2609,,,{E9942165-A1EF-47F9-93C8-1875812AD26E},,0,1,,,,,013632,wildcade,,,,Riverside,CASBCC,06065,BLM,CACDD,,BLM,Federal,,,,,,,SC13,BLM,CACDD,US-CA,,,,,,2025-CACDD-013632,No Decision,,,,10/8/2025 3:42:31 AM,10/11/2025 8:47:25 PM,1,0,,,{615B49CD-D5EE-46E6-BE4B-BC430846EC1C},bc372504-4fbf-4927-9b5b-0ca5d8ba07e7,,-115.2609,33.83267
506189,38468787,,DEFAULT,,,cfcad,,0.01,CAFKCC,,,,,,,,,,Undetermined,,,,,10/7/2025 12:17:06 PM,,,,,,,,,OSCC,,,,,,ANCHOR,,WF,FI,36.600915,-119.322747,,,{F3034979-C712-4A1F-B677-13D3A60F561A},,0,0,0,0,0,,021490,cfcad,,,,Fresno,CASICC,06019,,,,Private,Private,,,,,,,SC05,CAL FIRE,CAFKU,US-CA,,,,,,2025-CAFKU-021490,No Decision,,,,10/10/2025 12:19:22 PM,10/10/2025 12:19:22 PM,1,0,,,{D82676C5-DDEB-4A60-9075-40D4EB2C5A23},69adac32-a16c-4ec1-b043-4680fdf7472c,,-119.322747,36.600915
505997,38468595,,DEFAULT,,,firesponse,35,35,TXTIC,,,,,,,,,,Undetermined,,,,,10/7/2025 1:45:00 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Rx Titus 4703,,RX,FI,33.067358,-94.847591,,,{47B5CD45-7C3A-43B2-B7D8-3086FD7260F6},,0,,,,,0,254703,firesponse,0,,,Titus,TXTIC,48449,,,,Private,Private,,,,,,,SA07,SFS,TXTXS,US-TX,,,,,,2025-TXTXS-254703,No Decision,,,,10/9/2025 1:43:07 PM,10/9/2025 1:43:07 PM,1,0,,,{4D92AD35-A9E7-486F-936C-55EF1C77057C},340a3edf-274f-4bd8-8b57-746b2a8ded06,Type 5 Incident,-94.847591,33.067358
505635,38468232,,DEFAULT,,,wildcade,,,IDCDC,,,,,,,,,,Undetermined,,,,,10/7/2025 6:36:00 PM,,,,,,,,,NRCC,,,,,,NIA RX Nawaqn,,RX,FI,47.229717,-116.837167,,,{51D8A2A8-A1BF-4035-9894-9C357DD67CA5},,0,1,,,,,000902,wildcade,,,,Benewah,IDCDC,16009,TRIBE,IDCDT,,BIA,Federal,,,,,,,NR03,BIA,IDNIA,US-ID,,,,,,2025-IDNIA-000902,No Decision,,,,10/7/2025 6:37:05 PM,10/11/2025 3:01:23 AM,1,0,,,{937F7127-31F5-4A37-B748-E015DFE8F339},28b9b12d-c13b-4388-aa42-3f473606514c,,-116.872045,47.229472
506017,38468615,,DEFAULT,,,iffrs,309.1,309.1,WIWISC,,152.2,,,,,,,,Undetermined,,,,,10/7/2025 6:50:00 PM,,,,,,,,,EACC,,,,,,rx-67,,RX,FI,45.8490947,-92.6769946,,,{1C3F583D-69F8-430E-AB92-BD1B4DAB938A},,0,,,,,,RX2941,iffrs,,,,Burnett,WIWIC,55013,DNR,WIWIS,,State,Other,,,,,,,EA04,DNR,WIWIS,US-WI,,,,,,2025-WIWIS-RX2941,No Decision,,,,10/9/2025 3:24:14 PM,10/9/2025 3:37:59 PM,1,0,,,{B390D588-EB06-45E2-AFD7-D99FC14CC646},364232e7-a8e4-4579-b6e5-15c4b3ec4ec4,,-92.6769946,45.8490947
505702,38468300,,DEFAULT,,,wildcade,,,CARICC,,,,,,,,,,Undetermined,,,,,10/7/2025 10:22:00 PM,,,,,,,,,ONCC,,,,,,Hayfork Watershed RX,,RX,FI,40.537168,-123.217893,,,{432BDD19-E32D-4055-ACDB-4DC09B72F8D4},,0,,,,,,001222,wildcade,,,,Trinity,CARICC,06105,,,,Private,Private,,,,,,,NC04,USFS,CASHF,US-CA,,,,,,2025-CASHF-001222,No Decision,,,,10/7/2025 10:22:55 PM,10/10/2025 2:47:45 PM,1,0,,,{32ADAADA-5E82-4063-935C-94703B9BCE2A},ee5c6104-212b-4d4a-a81d-dd350dc14900,,-123.217893,40.537168
506405,38469003,,DEFAULT,,,firesponse,140,140,TXTIC,,,,,,,,,,Undetermined,,,,,10/8/2025 12:00:00 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Rx Red River 4731,,RX,FI,33.444411,-95.022856,,,{7EA35A55-3ABB-4798-A0A0-B4F628AF8865},,0,,,,,0,254731,firesponse,0,,,Red River,TXTIC,48387,,,,Private,Private,,,,,,,SA07,SFS,TXTXS,US-TX,,,,,,2025-TXTXS-254731,No Decision,,,,10/11/2025 3:31:58 PM,10/11/2025 3:31:58 PM,1,0,,,{E569306D-A59F-4342-8268-9CD69A59613D},5d06b384-4e7d-418b-82f3-6e613253f9df,Type 5 Incident,-95.022856,33.444411
506403,38468999,,DEFAULT,,,firesponse,350,350,TXTIC,,,,,,,,,,Undetermined,,,,,10/8/2025 1:41:00 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Rx Brazoria 4725,,RX,FI,29.25305556,-95.59638889,,,{257D31BE-BC03-4DE0-96D8-4E79AEF3A3F3},,0,,,,,0,254725,firesponse,0,,,Brazoria,TXTIC,48039,,,,Private,Private,,,,,,,SA13,SFS,TXTXS,US-TX,,,,,,2025-TXTXS-254725,No Decision,,,,10/11/2025 3:29:10 PM,10/11/2025 3:29:10 PM,1,0,,,{CEBEAE93-72B8-46D3-8047-CCA424594400},7c57ee54-8905-4145-91eb-84d98a8eab66,Type 5 Incident,-95.59638889,29.25305556
506402,38469002,,DEFAULT,,,firesponse,40,40,TXTIC,,,,,,,,,,Undetermined,,,,,10/8/2025 1:50:00 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Rx Morris 4726,,RX,FI,33.12437,-94.75555,,,{5AF79C6C-E714-4507-BF72-74CCCAAF308E},,0,,,,,0,254726,firesponse,0,,,Morris,TXTIC,48343,,,,Private,Private,,,,,,,SA07,SFS,TXTXS,US-TX,,,,,,2025-TXTXS-254726,No Decision,,,,10/11/2025 3:31:25 PM,10/11/2025 3:31:25 PM,1,0,,,{8964DABC-C7EF-479E-9F26-177F988D1367},dce555b4-f651-4384-81fd-467cf13c57ff,Type 5 Incident,-94.75555,33.12437
505875,38468474,,DEFAULT,,,wildcade,0.3,0.3,MTBDC,,,,,,,,,,Undetermined,,,SCBT,,10/8/2025 6:03:00 PM,,,,,,,,,NRCC,,,,,,Helfrick Road,,WF,FI,45.581601,-108.305553,,,{FD25E1E2-6F5D-44CD-856F-2D9A6C3C84A8},,0,1,,,,,251189,firecode,,,,Yellowstone,MTCRAC,30111,BIA,MTCRA,,BIA,Federal,,,,,,,NR14,BIA,MTCRA,US-MT,,,,,,2025-MTCRA-251189,No Decision,,,,10/8/2025 7:00:19 PM,10/10/2025 9:26:11 PM,1,0,,,{7DA6F166-E5AA-4B68-A097-4FCBA2AF95EB},1ee7d901-71f2-48ce-946e-74d17e15b049,,-108.454833,45.641667
505905,38468504,,ICS209,,,wildcade,150,180,MNMNCC,60000,,,,,Minimal,,,,Natural,,,SBYJ,,10/8/2025 6:18:00 PM,,,0,100,0,0,PN,1542,EACC,10/9/2025 4:35:33 PM,10/8/2025 6:30:00 PM,10/9/2025 3:00:00 PM,I,Type 4 IC,Crosby,"8 Miles NE from Fineland, MN",WF,FI,47.48322,-91.06094,,,{5DB9812A-3040-4C8A-99D8-DC3638B00FC5},,0,1,1,,,0,002840,wildcade,10,100,Fineland,Lake,MNMNCC,27075,DNR,MNMNS,,State,Other,,,,,,,EA03,DNR,MN2QS,US-MN,,,Hardwood Litter,,20,2025-MN2QS-002840,No Decision,,,,10/8/2025 8:21:18 PM,10/12/2025 10:22:30 PM,1,0,,,{B5355A38-7A5E-4613-A61F-7A9BB45568A0},3c05251a-6838-4d06-b149-5570fc94df79,Type 4 Incident,-91.062333,47.480167
506195,38468794,,DEFAULT,,,wildcade,0.1,0.1,MNMNCC,,,,,,,,,,Undetermined,,,,,10/8/2025 7:01:04 PM,,,,,,,,,EACC,,,,,,Park fire,,WF,FI,45.146579,-93.15772,,,{FC370FF8-9B7B-41F9-A23B-6F58FC2F4EE3},,0,,,,,,002841,wildcade,,,,Anoka,MNMNCC,27003,,,,City,Other,,,,,,,EA03,DNR,MN3SS,US-MN,,,,,,2025-MN3SS-002841,No Decision,,,,10/10/2025 1:49:49 PM,10/10/2025 1:49:49 PM,1,0,,,{1F96481D-5FA4-40B1-A979-A63266734A14},cac210a0-1e3c-4326-a631-f283d2cefc04,,-93.15772,45.146579
506257,38468855,,DEFAULT,,,wildcade,0.5,0.5,UTMFC,,,,,,,,,,Undetermined,,,SCBH,,10/8/2025 11:35:02 PM,,,,,,,PD,1532,GBCC,,,,,,Delores River,,WF,FI,38.757167,-109.073167,,,{7DE3D44B-5128-4BBD-98F9-DAD006C7CED0},,0,1,,,,,005415,wildcade,,,,Grand,UTMFC,49019,BLM,UTCYD,,BLM,Federal,,,,,,,GB32,BLM,UTDRD,US-UT,,,,,,2025-UTDRD-005415,No Decision,,,,10/10/2025 5:59:16 PM,10/10/2025 10:52:58 PM,1,0,,,{849F37D9-0AE4-4E44-A339-EE041B444AF5},c060d7a9-411d-41f6-82de-9df22bd8cc91,Type 5 Incident,-109.073167,38.757167
506129,38468728,,DEFAULT,,,iffrs,0.5,0.01,WIWISC,,,,,,,,,,Human,,,SCAD,,10/9/2025 5:00:00 AM,,,,,,,,,EACC,,,,,,Minerva,,WF,FI,45.99019,-92.334,,,{15E96BD4-D3B6-4678-875A-8D353DD0AA2F},,0,,,,,,FIRE124235,iffrs,,,,Burnett,WIWIC,55013,,,,Private,Private,,,,,,,EA04,DNR,WIWIS,US-WI,,,,,,2025-WIWIS-FIRE124235,No Decision,,,,10/9/2025 10:08:03 PM,10/10/2025 3:24:03 PM,1,0,,,{15288451-F9E0-4560-A3BC-D018C21ABF89},7c5e0f39-2e3e-446f-83b1-b44070af1943,,-92.334,45.99019
506217,38468816,,DEFAULT,,,INFORM_Inspector,0.1,0.1,MOMOC,,,,,,,,,,Human,Recreation and ceremony,Campfire,SCAZ,,10/9/2025 8:30:55 AM,,,,,,,,,EACC,,,,,,Providence,,WF,FI,,,,,{D259963A-3C8F-4E04-8EF5-4CEC13BC4224},,0,0,,,,,000002,INFORM_Inspector,,,,Boone,MOMOC,29019,USFWS,MOBMR,,USFWS,Federal,,,,,,,EA12,USFWS,MOBMR,US-MO,,,,,,2025-MOBMR-000002,No Decision,,,,10/10/2025 3:12:20 PM,10/10/2025 3:23:56 PM,1,0,,,{16467FFF-B51E-4A44-833D-46DB180E8B64},36348c3b-24bc-4488-a05d-1b86dbdb724d,,-92.39359968,38.77742397
506026,38468624,EKW5,DEFAULT,,,wildcade,10,10,UTRFC,,,,,,,,,,Undetermined,,,,,10/9/2025 12:51:02 PM,,,,,,,P4,0408,GBCC,,,,,,Wildcat,,WF,FI,38.3858,-112.541,,,{02393EF6-EE7E-45F2-A800-F0B5838AFB70},,0,1,,,,,250426,wildcade,,,,Beaver,UTRFC,49001,USFS,UTFIF,,USFS,Federal,,,,,,,GB28,USFS,UTFIF,US-UT,,,,,,2025-UTFIF-250426,No Decision,,,,10/9/2025 4:30:44 PM,10/12/2025 6:00:51 PM,1,0,,,{7CE8F5F2-546C-4BE5-8C4C-A7733BD1ECC7},2152a3eb-db23-4173-976c-b36d958866a0,Type 4 Incident,-112.519217,38.476117
506401,38469001,,DEFAULT,,,firesponse,245,245,TXTIC,,,,,,,,,,Undetermined,,,,,10/9/2025 1:45:00 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Rx Bowie 4743,,RX,FI,33.302876,-94.378906,,,{95EEE137-1C95-432A-AD26-41557B39A4F7},,0,,,,,0,254743,firesponse,0,,,Bowie,TXTIC,48037,,,,Private,Private,,,,,,,SA07,SFS,TXTXS,US-TX,,,,,,2025-TXTXS-254743,No Decision,,,,10/11/2025 3:30:52 PM,10/11/2025 3:30:52 PM,1,0,,,{48657403-FC71-4413-A8C1-AEF4A216FD27},3a2561ae-71b6-4c90-b371-24802f814413,Type 5 Incident,-94.378906,33.302876
506001,38468599,,DEFAULT,,,wildcade,487,,AZFDC,,,,,,,,,,Undetermined,,,,,10/9/2025 1:56:58 PM,,,,,,,,,SWCC,,,,,,Yeager Hand Piles RX,,RX,FI,34.961139,-111.256722,,,{B82FDC28-246A-4108-A4C1-831CF889C07C},,0,,,,,,001433,wildcade,,,,Coconino,AZFDC,04005,USFS,AZCOF,,USFS,Federal,,,,,,,SW05,USFS,AZCOF,US-AZ,,,,,,2025-AZCOF-001433,No Decision,,,,10/9/2025 1:57:59 PM,10/10/2025 12:21:11 AM,1,0,,,{2FE17509-1A19-42B8-AE5A-410DD68C4E6D},807fe400-e094-4bd5-babd-aa762cdc946d,,-111.256722,34.961139
506500,38469097,,DEFAULT,,,wildcade,0.1,0.1,UTNUC,,,,,,,,,,Natural,,,,,10/9/2025 3:09:16 PM,,,,,,,,,GBCC,,,,,,Square Top,,WF,FI,40.22557,-111.06884,,,{276C0B8D-ED97-42F4-A4BA-9874917EA790},,0,1,,,,,200876,wildcade,,,,Wasatch,UTNUC,49051,USFS,UTUWF,,USFS,Federal,,,,,,,GB26,USFS,UTUWF,US-UT,,,,,,2025-UTUWF-200876,No Decision,,,,10/11/2025 8:33:18 PM,10/12/2025 11:36:43 PM,1,0,,,{2FAB7657-E041-4876-AA95-D576BFFEEFC4},8b992add-7ed7-400e-9872-199741c9e956,Type 5 Incident,-111.066883,40.239583
506056,38468654,,DEFAULT,,,iffrs,0.1,0.01,WIWISC,,,,,,,,,,Human,,,SBZW,,10/9/2025 6:00:00 PM,,,,,,,,,EACC,,,,,,Cherry,,WF,FI,44.53999,-89.1442,,,{82FC4ED8-BECE-4EED-A48B-927811AF34BF},,0,,,,,,FIRE124231,iffrs,,,,Waupaca,WIWIC,55135,,,,Private,Private,,,,,,,EA05,DNR,WIWIS,US-WI,,,,,,2025-WIWIS-FIRE124231,No Decision,,,,10/9/2025 6:30:46 PM,10/10/2025 12:28:46 PM,1,0,,,{52CE14BD-8C98-496A-BD11-C36B09E53E73},6e405822-1674-4407-bde9-0549561c127b,,-89.14471,44.53969
506147,38468745,,DEFAULT,,,wildcade,40,40,TXTIC,,,,,,,,,,Undetermined,,,SCAL,,10/9/2025 7:06:00 PM,,,,,,,,,SACC,,,,,,Chambers 1406,,WF,FI,29.881944,-94.3975,,,{1B3BA377-63A4-41A8-B23A-58D22B900F31},,0,1,,,,,000236,firecode,,,,Chambers,TXTIC,48071,,,,Private,Private,,,,,,,SA13,USFWS,TXAHR,US-TX,,,,,,2025-TXAHR-000236,No Decision,,,,10/9/2025 11:00:48 PM,10/9/2025 11:02:36 PM,1,0,,,{17B553EF-3C1A-497D-97CE-38548B5D90AD},3dd75399-db25-4e70-b559-ceae3cdddbf3,,-94.3975,29.881944
506095,38468694,,DEFAULT,,,iffrs,8.19,0.01,WIWISC,,,,,,,,,,Human,,,SC77,,10/9/2025 7:15:00 PM,,,,,,,,,EACC,,,,,,Red Pine,,WF,FI,45.80016,-92.27946,,,{F08B6C0B-CD2C-4DAD-90DA-322B089ECE59},,0,,,,,,FIRE124233,iffrs,,,,Burnett,WIWIC,55013,,,,Private,Private,,,,,,,EA04,DNR,WIWIS,US-WI,,,,,,2025-WIWIS-FIRE124233,No Decision,,,,10/9/2025 8:13:55 PM,10/10/2025 5:15:36 PM,1,0,,,{ED5B4106-3197-4BE3-9041-30CE6DD478CF},34297c85-7759-4b9e-9c01-0448456464d0,,-92.2803,45.80073
506196,38468793,,DEFAULT,,,wildcade,22.4,0.1,MNMNCC,,,,,,,,,,Undetermined,,,,,10/9/2025 7:25:28 PM,,,,,,,,,EACC,,,,,,Elephant Lake,,WF,FI,48.178333,-92.735333,,,{C4A1E05C-5F4B-46EA-A4E3-0675E2E204B1},,0,1,,,,,002851,wildcade,,,,St. Louis,MNMNCC,27137,DNR,MNMNS,,State,Other,,,,,,,EA01,DNR,MN2NS,US-MN,,,,,,2025-MN2NS-002851,No Decision,,,,10/10/2025 1:47:59 PM,10/11/2025 3:37:23 PM,1,0,,,{0D2C149F-B4A0-440B-A8FC-8E2A532F00DC},a64223e1-2fd4-4a4a-86df-67b0a0dda5fb,Type 4 Incident,-92.796833,48.176
506220,38468818,,DEFAULT,,,wildcade,1.5,0.1,CASQCC,,,,,,,,,,Undetermined,,,SCBB,,10/9/2025 9:08:51 PM,,,,,,,,,OSCC,,,,,,Homer,,WF,FI,36.377333,-118.7355,,,{83DA5EF0-1383-4D20-913C-4DFBF3F230B3},,0,1,,,,,000188,wildcade,,,,Tulare,CASQCC,06107,NPS,CAKNP,,NPS,Federal,,,,,,,SC03,NPS,CAKNP,US-CA,,,,,,2025-CAKNP-000188,No Decision,,,,10/10/2025 3:19:21 PM,10/10/2025 6:20:35 PM,1,0,,,{39405FF5-CC94-46CA-9AAC-885BD64C2465},9e3adec3-6e9c-4a34-8ab3-444846f2b6b7,,-118.7355,36.377333
506144,38468741,,DEFAULT,,,wildcade,,,MTMDC,,,,,,,,,,Undetermined,,,,,10/9/2025 10:43:42 PM,,,,,,,,,NRCC,,,,,,RX PLN Weeksville 36,,RX,FI,47.536642,-114.977633,,,{1211BBB0-1A6D-493F-98A5-7F485423153A},,0,1,,,,,250765,wildcade,,,,Sanders,MTMDC,30089,DNRC,MTNWS,,State,Other,,,,,,,NR04,DNRC,MTNWS,US-MT,,,,,,2025-MTNWS-250765,No Decision,,,,10/9/2025 10:47:42 PM,10/10/2025 7:40:56 PM,1,0,,,{FD832AFD-0C21-43C5-AE4A-8B1FB1B9C260},80a81c77-9e11-40f7-8a15-5a2f54c4cc24,,-115.00659,47.536642
